Tanggal,Customer,Kota,Nama Produk,Jumlah Terjual,Harga Satuan,Total Harga,Bulan
2025-06-28,YOGYA DEPO,YOGYAKARTA,ACRILIC BOYKO HIMBAUAN TOILET,7,13000,91000,2025-06
2025-06-28,YOGYA DEPO,YOGYAKARTA,ACRILIC HP HRP DIMATIKAN,4,13000,52000,2025-06
2025-06-28,YOGYA DEPO,YOGYAKARTA,ACRILIC NO RUMAH 1,3,11700,35100,2025-06
2025-06-28,YOGYA DEPO,YOGYAKARTA,ACRILIC NO RUMAH 2,3,11700,35100,2025-06
2025-06-28,YOGYA DEPO,YOGYAKARTA,ACRILIC NO RUMAH 3,5,11700,58500,2025-06
2025-06-28,YOGYA DEPO,YOGYAKARTA,ACRILIC NO RUMAH 4,3,11700,35100,2025-06
2025-06-28,YOGYA DEPO,YOGYAKARTA,ACRILIC NO RUMAH 6,3,11700,35100,2025-06
2025-06-28,YOGYA DEPO,YOGYAKARTA,ACRILIC NO RUMAH 7,3,11700,35100,2025-06
2025-06-28,YOGYA DEPO,YOGYAKARTA,ACRILIC NO RUMAH 9,3,11700,35100,2025-06
2025-06-28,YOGYA DEPO,YOGYAKARTA,ACRILIC NAME PLATE 7 X 10,24,10500,252000,2025-06
2025-06-28,YOGYA DEPO,YOGYAKARTA,ACRILIC NAME PLATE 7 X 15,6,14500,87000,2025-06
2025-06-28,YOGYA DEPO,YOGYAKARTA,ACRILIC NAME PLATE 7 X 30,24,25000,600000,2025-06
2025-06-28,YOGYA DEPO,YOGYAKARTA,ACRILIC NAME PLATE LEAN 7X15,6,12400,74400,2025-06
2025-06-28,YOGYA DEPO,YOGYAKARTA,ACRILIC NAME PLATE LEAN 7X20,12,17500,210000,2025-06
2025-06-28,YOGYA DEPO,YOGYAKARTA,LEAN SIGN HOLDER A5,6,35700,214200,2025-06
2025-06-28,YOGYA DEPO,YOGYAKARTA,LEAN SIGN HOLDER A4,6,69200,415200,2025-06
2025-06-30,PANEN JAYA CREATIVE,DENPASAR,ACR BUKA-TUTUP+RANTAI,24,33500,804000,2025-06
2025-06-30,PANEN JAYA CREATIVE,DENPASAR,ACR. OPEN-CLOSE+RANTAI,24,33500,804000,2025-06
2025-06-30,PANEN JAYA CREATIVE,DENPASAR,ACR. JAGALAH KEBERSIHAN,24,14500,348000,2025-06
2025-06-30,PANEN JAYA CREATIVE,DENPASAR,ACRILIC BUKA-TUTUP FORMAL,24,33500,804000,2025-06
2025-06-30,PANEN JAYA CREATIVE,DENPASAR,ACRILIC TOILET WANITA,24,14500,348000,2025-06
2025-06-30,PANEN JAYA CREATIVE,DENPASAR,ACRILIC GENT/PRIA 10X15,24,13300,319200,2025-06
2025-06-30,PANEN JAYA CREATIVE,DENPASAR,ACRILIC EXIT,24,14500,348000,2025-06
2025-06-30,PANEN JAYA CREATIVE,DENPASAR,ACRILIC T/D PUSH PULL [SET],24,18000,432000,2025-06
2025-06-30,PANEN JAYA CREATIVE,DENPASAR,ACRILIC CCTV 20 X 15,24,20500,492000,2025-06
2025-06-30,PANEN JAYA CREATIVE,DENPASAR,ACR AREA MEROKOK T/D,24,10000,240000,2025-06
2025-06-30,PANEN JAYA CREATIVE,DENPASAR,ACR CCTV T/D,24,10000,240000,2025-06
2025-06-30,"AGUNG WARDANA, TK",KAB JEMBER,ACR. JAGALAH KEBERSIHAN,6,15000,90000,2025-06
2025-06-30,"AGUNG WARDANA, TK",KAB JEMBER,ACRILIC ARAH KIBLAT,12,15000,180000,2025-06
2025-06-30,"AGUNG WARDANA, TK",KAB JEMBER,ACRILIC TOILET PRIA,6,15000,90000,2025-06
2025-06-30,"AGUNG WARDANA, TK",KAB JEMBER,ACRILIC TOILET WANITA,6,15000,90000,2025-06
2025-06-30,"AGUNG WARDANA, TK",KAB JEMBER,ACR.D.MEROKOK/NO SMOKING,6,15000,90000,2025-06
2025-06-30,"AGUNG WARDANA, TK",KAB JEMBER,ACR BUANG SMPAH PD TMPT,6,15000,90000,2025-06
2025-06-30,"AGUNG WARDANA, TK",KAB JEMBER,ACRILIC DISABILITAS 10X15,6,13600,81600,2025-06
2025-06-30,"AGUNG WARDANA, TK",KAB JEMBER,ACR PESANAN 20X5,6,13100,78600,2025-06
2025-06-30,"AGUNG WARDANA, TK",KAB JEMBER,ACRILIC T/D PUSH PULL [SET],6,18500,111000,2025-06
2025-06-30,"AGUNG WARDANA, TK",KAB JEMBER,ACRILIC JALUR EVAKUASI (KANAN),6,15000,90000,2025-06
2025-06-30,"AGUNG WARDANA, TK",KAB JEMBER,ACRILIC JALUR EVAKUASI (KIRI),6,15000,90000,2025-06
2025-06-30,"AGUNG WARDANA, TK",KAB JEMBER,STAND UP SIGN HOLDER 10X12,6,23000,138000,2025-06
2025-06-30,"AGUNG WARDANA, TK",KAB JEMBER,LEAN SIGN HOLDER A5,6,41800,250800,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,BOXFILE LACI BF603 HITAM,60,23300,1398000,2025-06
2025-06-28,CASH (SHOPEE 2),,BOX FILE MARMER,1,26800,26800,2025-06
2025-06-30,"JATIMULYA,FC *",PEKALONGAN,ACR BE STAFF ONLY,3,15000,45000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,DUAL BOARD BOYKO ( BARU),60,31300,1878000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,DESKSET 180 ABS ABU,72,15500,1116000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR BE HIMBAUAN,42,11500,483000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR BE MUSHOLLA,3,11500,34500,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR BE JAGALAH KEBERSIHAN,9,11500,103500,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR BE ARAH KIBLAT (KIRI) T/D,3,7500,22500,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TOILET,43,11500,494500,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR BUKA-TUTUP+RANTAI,18,26000,468000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR. OPEN-CLOSE+RANTAI,18,26000,468000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR. DILARANG.P.DPINTU,6,11500,69000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR.RUANG BEBAS ASAP ROKOK,10,11500,115000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR. JAGALAH KEBERSIHAN,21,11500,241500,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC GESER [SET],48,13500,648000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC OPEN-CLOSE FORMAL,14,26000,364000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TEMPAT WUDHU,12,11500,138000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC KAMAR CEWEK,8,11500,92000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC KAMAR COWOK,3,11500,34500,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC RUANG TUNGGU,6,11500,69000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC RUANG KEPSEK,6,11500,69000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRLIC BATAS SUCI,12,11500,138000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC ARAH KIBLAT,24,11500,276000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC STAFF ONLY,19,11500,218500,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,AC SELAIN KRYWN DILRG MSK,36,11500,414000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TAMU HRP LAPOR SATPAM,3,11500,34500,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC KLS I,6,11500,69000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC KLS II,6,11500,69000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC KLS III,6,11500,69000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC KLS IV,6,11500,69000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC KLS V,12,11500,138000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC KLS VI,6,11500,69000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC KLS IX,6,11500,69000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR.ALAS KAKI HRP DILEPAS,24,11500,276000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR.ISTIRAHAT BUKA +RANTAI,15,26000,390000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC AWAS KACA,6,11500,69000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TOILET PRIA,69,11500,793500,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TOILET WANITA,3,11500,34500,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR.D.MEROKOK/NO SMOKING,62,11500,713000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC OFFICE/KANTOR,6,11500,69000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC MUSHOLA [FORMAL],126,11500,1449000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC MUSHOLA,21,11500,241500,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC KASIR,30,11500,345000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC FREE- WIFI,68,11500,782000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR AREA MEROKOK,9,11500,103500,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR BUANG SMPAH PD TMPT,33,11500,379500,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,DILRG PARKIR DPN PNT UK.FOLIO,3,26800,80400,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR TITIK KUMPUL UK.FOLIO,6,26800,160800,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR FOSFOR FOLIO DLRG P D PINT,6,46500,279000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR FOSFOR FOLIO TITIK KUMPUL,106,46500,4929000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR FOS JLR EVAKUASI KANAN,7,21500,150500,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR FOS JLR EVAKUASI KIRI,11,21500,236500,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR.PINTU HRP DITTUP KMBLI,3,11500,34500,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TOILET (KANAN),4,11500,46000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TOILET (KIRI),9,11500,103500,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC JALUR EVAKUASI (KANAN),15,11500,172500,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC CCTV 20 X 15,48,14600,700800,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRYLIC TOILET 20X15,6,14600,87600,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR DLRG BUANG PUNTUNG KETOILT,28,11500,322000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR JGLH KBRSIHAN T/D,6,7500,45000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR ARAH KIBLAT (KANAN) T/D,6,7500,45000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR ARAH KIBLAT (KIRI) T/D,6,7500,45000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR KASIR T/D,9,7500,67500,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR ORDER HERE T/D,9,7500,67500,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR TOILET T/D,12,7500,90000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR TOILET PRIA T/D,12,7500,90000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR TOILET WANITA T/D,3,7500,22500,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR TEMPAT WUDHU T/D,18,7500,135000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR BATAS SUCI T/D,6,7500,45000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR STAFF ONLY T/D,14,7500,105000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR GESER HORIZON (KANAN) T/D,8,7500,60000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR GESER HORIZON (KIRI) T/D,3,7500,22500,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACR DILRG MEROKOK T/D,3,7500,22500,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC NAME PLATE 7 X 10,12,8200,98400,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,ACRILIC NAME PLATE LEAN 7X10,6,8000,48000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,NAME PLATE MEIKO 8X30BB,24,17000,408000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,STAND UP SIGN HOLDER 10X12,24,13000,312000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,STAND UP SIGN 10X15,12,21200,254400,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,LEAN SIGN HOLDER A5,30,24500,735000,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,LEAN SIGN HOLDER F4,12,50700,608400,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,LEAN SIGN HOLDER 10X12,12,12600,151200,2025-06
2025-06-28,PADMA UTAMA JADI CV,SEMARANG,BOYKO SIGN HOLDER NO MEJA,12,13000,156000,2025-06
2025-06-30,"CERELIA, TK, MADURA",MADURA,BOYKO PENCASE MIKA JARING,20,8800,176000,2025-06
2025-06-30,"CERELIA, TK, MADURA",MADURA,BOYKO PENCIL CASE RESLETING,24,6700,160800,2025-06
2025-06-30,"CERELIA, TK, MADURA",MADURA,ACR BE CCTV 20X15,12,21700,260400,2025-06
2025-06-30,"CERELIA, TK, MADURA",MADURA,ACR BE TARIK DORONG,12,18500,222000,2025-06
2025-06-30,"CERELIA, TK, MADURA",MADURA,ACRILIC BUKA-TUTUP FORMAL,12,35300,423600,2025-06
2025-06-30,"CERELIA, TK, MADURA",MADURA,AC SELAIN KRYWN DILRG MSK,12,15000,180000,2025-06
2025-06-30,"CERELIA, TK, MADURA",MADURA,ACRILIC KLS II,12,15000,180000,2025-06
2025-06-30,"CERELIA, TK, MADURA",MADURA,ACR.D.MEROKOK/NO SMOKING,12,15000,180000,2025-06
2025-06-30,"CERELIA, TK, MADURA",MADURA,ACRILIC KASIR,12,15000,180000,2025-06
2025-06-30,"CERELIA, TK, MADURA",MADURA,ACRILIC BELL 10X15,12,13600,163200,2025-06
2025-06-30,"CERELIA, TK, MADURA",MADURA,ACR TITIK KUMPUL UK.FOLIO,12,35000,420000,2025-06
2025-06-30,"CERELIA, TK, MADURA",MADURA,ACR.PINTU HRP DITTUP KMBLI,12,15000,180000,2025-06
2025-06-30,"CERELIA, TK, MADURA",MADURA,ACRILIC T/D PUSH PULL [SET],12,18500,222000,2025-06
2025-06-30,"CERELIA, TK, MADURA",MADURA,ACR BUKA SHOLAT+RANTAI,12,35300,423600,2025-06
2025-06-30,"CERELIA, TK, MADURA",MADURA,ACR L/G BUKA-TUTUP +RANTAI,12,24000,288000,2025-06
2025-06-30,"CERELIA, TK, MADURA",MADURA,ACR JGLH KBRSIHAN T/D,12,10500,126000,2025-06
2025-06-30,"CERELIA, TK, MADURA",MADURA,ACR BATAS SUCI T/D,12,10500,126000,2025-06
2025-06-30,"CERELIA, TK, MADURA",MADURA,ACR GESER HORIZON (KANAN) T/D,12,10500,126000,2025-06
2025-06-30,"CERELIA, TK, MADURA",MADURA,ACR GESER HORIZON (KIRI) T/D,12,10500,126000,2025-06
2025-06-30,"CERELIA, TK, MADURA",MADURA,ACR DILRG MASUK T/D,12,10500,126000,2025-06
2025-06-30,"CERELIA, TK, MADURA",MADURA,LEAN SIGN HOLDER A5,6,41800,250800,2025-06
2025-06-30,ANEKA SERAGAM,BLITAR,ACR BE BUKA-TUTUP RANTAI,3,35300,105900,2025-06
2025-06-30,ANEKA SERAGAM,BLITAR,ACR BE KASIR,3,15000,45000,2025-06
2025-06-30,ANEKA SERAGAM,BLITAR,ACR BE TOLIET T/D,3,10500,31500,2025-06
2025-06-30,ANEKA SERAGAM,BLITAR,ACR.D.MEROKOK/NO SMOKING,3,15000,45000,2025-06
2025-06-30,ANEKA SERAGAM,BLITAR,ACRILIC BELL 10X15,3,13600,40800,2025-06
2025-06-30,ANEKA SERAGAM,BLITAR,DILRG PARKIR DPN PNT UK.FOLIO,3,35000,105000,2025-06
2025-06-30,ANEKA SERAGAM,BLITAR,ACRILIC T/D PUSH PULL [SET],3,18500,55500,2025-06
2025-06-30,ANEKA SERAGAM,BLITAR,ACRILIC CCTV 20 X 15,3,21700,65100,2025-06
2025-06-30,ANEKA SERAGAM,BLITAR,ACR L/G BUKA-TUTUP +RANTAI,3,24000,72000,2025-06
2025-06-30,ANEKA SERAGAM,BLITAR,ACR L/G OPEN-CLOSE +RANTAI,3,24000,72000,2025-06
2025-06-30,ANEKA SERAGAM,BLITAR,ACRYLIC TOILET 20X15,3,21700,65100,2025-06
2025-06-30,ANEKA SERAGAM,BLITAR,DILRG BUANG SMPH TOILET 10X15,3,13600,40800,2025-06
2025-06-30,ANEKA SERAGAM,BLITAR,ACR JGLH KBRSIHAN T/D,3,10500,31500,2025-06
2025-06-30,ANEKA SERAGAM,BLITAR,ACR TOILET T/D,3,10500,31500,2025-06
2025-06-30,ANEKA SERAGAM,BLITAR,ACR DILRG MASUK T/D,3,10500,31500,2025-06
2025-06-30,ANEKA SERAGAM,BLITAR,ACR DILRG MEROKOK T/D,3,10500,31500,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACR BE OPEN-CLOSE RANTAI,3,26000,78000,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACR BE BATAS SUCI,3,11500,34500,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACR BE KASIR,3,11500,34500,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACR BE HIMBAUAN,78,11500,897000,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACR BE STAFF ONLY,6,11500,69000,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACR BE NO SMOKING T/D,5,7500,37500,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACR BE GESER (KIRI),9,7500,67500,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACR BE GESER (KANAN),15,7500,112500,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACR BE BUKA-TUTUP 20X15,2,32000,64000,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACRILIC BOYKO HIMBAUAN TOILET,3,11500,34500,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACRILIC RUANGAN BER-AC,6,11500,69000,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACR BUKA-TUTUP+RANTAI,62,26000,1612000,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACR.RUANG BEBAS ASAP ROKOK,27,11500,310500,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACR. JAGALAH KEBERSIHAN,48,11500,552000,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACRILIC GESER [SET],62,13500,837000,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACRILIC BUKA-TUTUP FORMAL,9,26000,234000,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACR PARKING AREA UK.FOLIO,6,26800,160800,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACRILIC T/D PUSH PULL [SET],36,13500,486000,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACR BUKA SHOLAT+RANTAI,18,26000,468000,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACRILIC TEGANGAN TINGGI 20X15,2,14600,29200,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACR NO SMOKING  T/D,24,7500,180000,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACR ORDER HERE T/D,341,7500,2557500,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACR TEMPAT WUDHU T/D,180,7500,1350000,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACR BATAS SUCI T/D,250,7500,1875000,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACR STAFF ONLY T/D,199,7500,1492500,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACR CCTV T/D,121,7500,907500,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,BOXFILE MEDIUM BF113 BLACK,4,17000,68000,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,BOXFILE MEDIUM BF115 RED,4,17000,68000,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,BOYKO D. BROSUR A5 + DECOVIL,4,24500,98000,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACRILIC BUKA-TUTUP FORMAL,12,26000,312000,2025-06
2025-06-30,PADMA UTAMA JADI CV,SEMARANG,ACR TOILET WANITA T/D,4,7500,30000,2025-06
2025-06-30,SANTI/MEMO $,PATI,ACRILIC TOILET,3,15000,45000,2025-06
2025-06-30,SANTI/MEMO $,PATI,STAND UP SIGN HOLDER A5,6,44700,268200,2025-06
2025-06-30,SANTI/MEMO $,PATI,STAND UP SIGN HOLDER A4,6,83500,501000,2025-06
2025-06-30,EVERLYN STATIONERY,REMBANG,ACR BE CCTV 20X15,3,21700,65100,2025-06
2025-06-30,EVERLYN STATIONERY,REMBANG,ACR TEMPAT WUDHU T/D,3,10500,31500,2025-06
2025-06-30,EVERLYN STATIONERY,REMBANG,ACR MUSHOLLA T/D,3,10500,31500,2025-06
2025-06-30,EVERLYN STATIONERY,REMBANG,ACR CCTV T/D,3,10500,31500,2025-06
2025-06-30,EVERLYN STATIONERY,REMBANG,STAND UP SIGN HOLDER A4,6,83500,501000,2025-06
2025-06-30,SARI UTAMI,JEPARA,ACRILIC NAME PLATE B/B 7X15,6,20500,123000,2025-06
2025-06-30,SARI UTAMI,JEPARA,ACRILIC NAME PLATE 7  X 25,6,25500,153000,2025-06
2025-06-30,SARI UTAMI,JEPARA,ACRILIC NAME PLATE  7 X 25 B/B,6,31000,186000,2025-06
2025-06-30,SARI UTAMI,JEPARA,ACRILIC NAME PLATE LEAN 7X10,6,10500,63000,2025-06
2025-06-30,SARI UTAMI,JEPARA,STAND UP SIGN HOLDER A5,6,44700,268200,2025-06
2025-06-30,SARI UTAMI,JEPARA,STAND UP SIGN HOLDER 10X12,6,23000,138000,2025-06
2025-06-30,SARI UTAMI,JEPARA,STAND UP SIGN 10X15,6,27800,166800,2025-06
2025-06-30,"MERDEKA,TK",KAB GROBOGAN,ACRILIC TOILET,6,15000,90000,2025-06
2025-06-30,"MERDEKA,TK",KAB GROBOGAN,ACR. DILARANG.P.DPINTU,6,15000,90000,2025-06
2025-06-30,"MERDEKA,TK",KAB GROBOGAN,ACR.RUANG BEBAS ASAP ROKOK,6,15000,90000,2025-06
2025-06-30,"MERDEKA,TK",KAB GROBOGAN,ACR.D.MEROKOK/NO SMOKING,6,15000,90000,2025-06
2025-06-30,"MERDEKA,TK",KAB GROBOGAN,ACR TITIK KUMPUL UK.FOLIO,6,35000,210000,2025-06
2025-06-30,"MERDEKA,TK",KAB GROBOGAN,ACRILIC NAME PLATE 7  X 25,12,25500,306000,2025-06
2025-06-30,"MERDEKA,TK",KAB GROBOGAN,ACRILIC NAME PLATE LEAN 7X25,12,20700,248400,2025-06
2025-06-30,HT JAYA ***,JUWANA,ACRILIC GESER [SET],10,18500,185000,2025-06
2025-06-30,HT JAYA ***,JUWANA,ACRILIC BUKA-TUTUP FORMAL,10,35300,353000,2025-06
2025-06-30,HT JAYA ***,JUWANA,ACRILIC KLS IV,10,15000,150000,2025-06
2025-06-30,HT JAYA ***,JUWANA,ACR.ALAS KAKI HRP DILEPAS,10,15000,150000,2025-06
2025-06-30,HT JAYA ***,JUWANA,ACR.D.MEROKOK/NO SMOKING,10,15000,150000,2025-06
2025-06-30,HT JAYA ***,JUWANA,ACR BUANG SMPAH PD TMPT,10,15000,150000,2025-06
2025-06-30,HT JAYA ***,JUWANA,ACRILIC RUANG GURU,10,15000,150000,2025-06
2025-06-30,HT JAYA ***,JUWANA,ACRILIC T/D PUSH PULL [SET],10,18500,185000,2025-06
2025-06-30,HT JAYA ***,JUWANA,ACR BUKA SHOLAT+RANTAI,10,35300,353000,2025-06
2025-06-30,HT JAYA ***,JUWANA,ACR PESANAN 9X25,10,18800,188000,2025-06
2025-06-30,PUAS TOKO PATI **,PATI,ACRILIC TOILET,4,15000,60000,2025-06
2025-06-30,PUAS TOKO PATI **,PATI,ACR BUKA-TUTUP+RANTAI,2,35300,70600,2025-06
2025-06-30,PUAS TOKO PATI **,PATI,ACRILIC GESER [SET],5,18500,92500,2025-06
2025-06-30,PUAS TOKO PATI **,PATI,ACRILIC BUKA-TUTUP FORMAL,8,35300,282400,2025-06
2025-06-30,PUAS TOKO PATI **,PATI,ACRILIC ARAH KIBLAT,2,15000,30000,2025-06
2025-06-30,PUAS TOKO PATI **,PATI,ACR.ALAS KAKI HRP DILEPAS,4,15000,60000,2025-06
2025-06-30,PUAS TOKO PATI **,PATI,ACRILIC MUSHOLA,8,15000,120000,2025-06
2025-06-30,PUAS TOKO PATI **,PATI,ACRILIC KASIR,3,15000,45000,2025-06
2025-06-30,PUAS TOKO PATI **,PATI,ACRILIC T/D PUSH PULL [SET],12,18500,222000,2025-06
2025-06-30,PUAS TOKO PATI **,PATI,ACR. TEMPAT WUDHU PRIA,3,15000,45000,2025-06
2025-06-30,PUAS TOKO PATI **,PATI,ACR. TEMPAT WUDHU WANITA,3,15000,45000,2025-06
2025-06-30,PUAS TOKO PATI **,PATI,ACRILIC CCTV 20 X 15,6,21700,130200,2025-06
2025-06-30,PUAS TOKO PATI **,PATI,ACRILIC NO RUMAH 7,2,13600,27200,2025-06
2025-06-30,PUAS TOKO PATI **,PATI,ACRILIC NO RUMAH 8,2,13600,27200,2025-06
2025-06-30,PUAS TOKO PATI **,PATI,ACRILIC NAME PLATE 7 X 10,12,12000,144000,2025-06
2025-06-30,PUAS TOKO PATI **,PATI,ACRILIC NAME PLATE 7  X 25,18,25500,459000,2025-06
